Launch_Tag,Launch_JD,Launch_Date,LV_Type,Variant,Flight_ID,Flight,Mission,FlightCode,Platform,Launch_Site,Launch_Pad,Ascent_Site,Ascent_Pad,Apogee,Apoflag,Range,RangeFlag,Dest,OrbPay,Agency,LaunchCode,FailCode,Group,Category,LTCite,Cite,Notes,Simple_Orbit,Launch_Vehicle_Family,Launch_Vehicle_Simplified,State,Country,Launch_Site_Parent,Launch_Site_Name,Payload_Mass,Orbit_Canonical_Date,Perigee,Inc,OpOrbit,First_Simple_Payload_Category,First_Payload_Class,General_Launch_Payload_Type,Launch_Year
2000-067,2451839.42,2000-10-21,Proton-K/DM-2M,DM3,402-01,GE-6,GE 6,-,-,GIK-5,LC81/23,-,-,35792.0, ,    -, ,-,4.352,ILSK,OS,-,CO,Sat GTO OO 1,NK0012-38,-,-,GTO,Proton,Proton,RU,Russia,GIK5,,3552.0,2001-04-23,35781.0,0.02,GEO/S,Communications,B,Commercial,2000
2000-068,2451846.75,2000-10-29,Ariane 44LP,44LP-3,V134 L4100,Europe*Star F1,EuropeStar FM1,-,-,CSG,ELA2,-,-,35801.0, ,    -, ,-,4.167,AE,OS,-,CO,Sat GTO O,Wire,-,-,GTO,Ariane,Ariane 4,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",4167.0,2001-04-07,35771.0,0.02,GEO/S,Communications,B,Commercial,2000
2000-069,2451848.17,2000-10-30,Chang Zheng 3A,-,Y5?,Beidou,yi ke beidou daohang s.w,-,-,XSC,LC2,-,-,35811.0, ,    -, ,-,2.315,CALT,OS,-,G,Sat GTO O,Wire,-,-,GTO,DF5,Long March 3,CN,China,XSC,"Xichang Space Center (Songlin), Sichuan, China",2315.0,2001-03-17,35760.0,0.13,GEO/S,Communications,D,Eastern Military,2000
2000-070,2451848.83,2000-10-31,Soyuz-U-PVB,-,A 15000-666,Soyuz TM-31,Soyuz 7K-STM No. 205,ISS 1S,-,GIK-5,LC1,-,-,385.0, ,    -, ,-,7.12,RAKA,OS,-,G,Sat ISS O,NK0012-22,-,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,2740.0,2000-11-11,378.0,51.57,LLEO/I,Other,C,Eastern Government,2000
2000-071,2451859.22,2000-11-10,Delta 7925-9.5,-,D281,USA 154 (GPS IIR-6),Navstar GPS SVN 41,-,-,CC,SLC17A,-,-,20498.0, ,    -, ,-,2.033,BLS,OS,-,CG,Sat MTO BO 1,Wire,-,-,MEO,Thor,Delta 2,US,United States,CC,Canaveral,1077.0,2000-11-13,20177.0,55.06,MEO,Communications,D,Military,2000
2000-072,2451864.55,2000-11-16,Ariane 5G,-,V135 (507),PAS 1R/AMSAT P3D,PAS 1R,-,-,CSG,ELA3,-,-,35787.0, ,    -, ,-,5.613,AE,OS,-,CO,Sat GTO SO 1,AE-TV,-,-,GTO,Ariane5,Ariane 5,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",5533.0,2001-04-28,35786.0,0.04,GEO/S,Communications,B,Commercial,2000
2000-073,2451864.56,2000-11-16,Soyuz-U-PVB,-,K 15000-671,Progress M1-4,Progress M1 No. 253,ISS 2P,-,GIK-5,LC1,-,-,383.0, ,    -, ,-,9.66,RAKA,OS,-,G,Sat ISS O,NK0101-02,-,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,7281.0,2000-11-20,376.0,51.58,LLEO/I,Other,C,Eastern Government,2000
2000-074,2451869.46,2000-11-20,Kosmos 11K65M,-,47165-631,QuickBird 1,QuickBird 1,-,-,GIK-1,LC132/1,-,-,614.0, ,    -, ,-,2.365,PU,OF40,S2R,CO,Sat LEO O,NK0101-21,-,Restart failed,LEO,R-14,Kosmos,RU,Russia,GIK1,,931.0,2000-11-20,81.0,65.78,LLEO/I,Observation,B,Commercial,2000
2000-075,2451870.27,2000-11-21,Delta 7320-10,-,D282,EO-1/SAC-C,Earth Orbiter 1,-,-,V,SLC2W,-,-,729.0, ,    -, ,-,1.247,BLS,OS,-,CG/G+OG,Sat SSO B,Wire,-,-,SSO,Thor,Delta 2,US,United States,V,Vandenberg,1061.0,2000-11-21,682.0,98.28,LEO/S,Observation,C,Government,2000
2000-076,2451870.5,2000-11-21,Ariane 44L,44L-3,V136 L4102,Anik F1,Anik F1,-,-,CSG,ELA2,-,-,35789.0, ,    -, ,-,4.852,AE,OS,-,CO,Sat GTO O,Wire,-,-,GTO,Ariane,Ariane 4,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",4852.0,2001-03-18,35784.0,0.02,GEO/S,Communications,B,Commercial,2000
2000-077,2451879.33,2000-11-30,Proton-K/DM-2M,DM3,402-02,Sirius CD Radio 3,Sirius CD Radio 3,-,-,GIK-5,LC81/23,-,-,47118.0, ,    -, ,-,4.565,ILSK,OS,-,CO,Sat HEO OO 1,NK0101-31,-,-,HEO,Proton,Proton,RU,Russia,GIK5,,3765.0,2001-06-26,24455.0,63.34,GEO/T,Communications,B,Commercial,2000
2000-078,2451879.63,2000-12-01,Space Shuttle,-,STS-97,ISS 4A,OV-105 ISS,-,MLP1,KSC,LC39B,-,-,322.0, ,    -, ,-,130.934,JSC/MSFC,OS,-,G,Sat ISS SR,Wire,-,-,LEO,SRB,Space Shuttle,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",95623.0,2000-12-01,207.0,51.58,LLEO/I,Other,C,Government,2000
2000-079,2451884.02,2000-12-05,Start-1,-,64516-21-434,EROS A1,EROS A1,-,-,GIK-2,LC5,-,-,503.0, ,    -, ,-,0.25,PU,OS,-,CO,Sat SSO O,NK0102-26,-,-,SSO,Topol,Start,RU,Russia,GIK2,,250.0,2000-12-05,491.0,97.32,LLEO/S,Observation,B,Commercial,2000
2000-080,2451884.62,2000-12-06,Atlas IIAS,-,AC-157 MLV-11,USA 155      [SDS13],QUASAR 13?,NROL-10 GREAT BEAR,-,CC,SLC36A,-,-,35800.0, ,    -, ,-,3.5,ILSL,OS,-,CG/G,Sat GTO O,Wire,-,-,GTO,Atlas,Atlas 2,US,United States,CC,Canaveral,3500.0,2001-03-01,35780.0,0.0,GEO/S,COM*,D,Military,2000
2000-081,2451898.52,2000-12-20,Ariane 5G,-,V138 (508),Astra 2D/GE 8/LDREX,Astra 2D,-,-,CSG,ELA3,-,-,35895.0, ,    -, ,-,4.009,AE,OS,-,CO,Sat GTO SO 1,AE-TV,-,-,GTO,Ariane5,Ariane 5,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",2939.0,2000-12-28,35886.0,0.29,GEO/D,Communications,B,Commercial,2000
2000-082,2451899.18,2000-12-20,Chang Zheng 3A,-,Y6?,Beidou,er ke beidou daohang s.w,-,-,XSC,LC2,-,-,35796.0, ,    -, ,-,2.311,CALT,OS,-,G,Sat GTO O,Wire,-,-,GTO,DF5,Long March 3,CN,China,XSC,"Xichang Space Center (Songlin), Sichuan, China",2311.0,2000-12-30,35776.0,0.11,GEO/S,Communications,D,Eastern Military,2000
2000-F03,2451905.91,2000-12-27,Tsiklon-3,-,450-34-  503,Gonets/Kosmos,Gonets-D1 No. 19/20/21,-,-,GIK-1,LC32/1,-,-,,?,    -, ,-,1.35,RVSNR,OF,S3P,G,Sat LEO O,NK0102-35,-,Fail T+6:07,LEO,R-36,Tsyklon,RU,Russia,GIK1,,,,,,,,,Eastern Government,2000
2001-001,2451919.21,2001-01-09,Chang Zheng 2F,-,Y2,Shenzhou 2,Shenzhou 2 Fanhui Cang,-,-,JQ,LC921,-,-,340.0, ,    -, ,-,7.7,CALT,OS,-,G,Sat LEO O,Wire,-,-,LEO,DF5,Long March 2,CN,China,JQ,"Jiuquan Space Center, Nei Monggol Zizhiqu, China",5000.0,2001-01-12,330.0,42.57,LLEO/I,Other,C,Eastern Government,2001
2001-002,2451920.42,2001-01-10,Ariane 44P,44P-3,V137 L4101,Turksat 2A,Eurasiasat 1,-,-,CSG,ELA2,-,-,35932.0, ,    -, ,-,3.535,AE,OS,-,CO,Sat GTO O,Wire,-,-,GTO,Ariane,Ariane 4,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",3535.0,2001-09-10,35638.0,0.02,GEO/S,Communications,B,Commercial,2001
2001-003,2451933.69,2001-01-24,Soyuz-U-PVB,-,K 15000-673,Progress M1-5,Progress M1 No. 254,-,-,GIK-5,LC1,-,-,282.0, ,    -, ,-,7.3,RAKA,OS,-,G,Sat LSS O,NK0103-25,-,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,7300.0,2001-01-26,256.0,51.65,LLEO/I,Other,C,Eastern Government,2001
2001-004,2451939.83,2001-01-30,Delta 7925-9.5,-,D283,USA 156 (GPS IIR-7),Navstar GPS SVN 54,-,-,CC,SLC17A,-,-,20266.0, ,    -, ,-,2.033,BLS,OS,-,CG,Sat MTO BO 1,Wire,-,-,MEO,Thor,Delta 2,US,United States,CC,Canaveral,1077.0,2001-02-02,20104.0,55.0,MEO,Communications,D,Military,2001
2001-005,2451948.46,2001-02-07,Ariane 44L,44L-3,V139 L4103,Sicral/Skynet 4F,SICRAL 1A,-,-,CSG,ELA2,-,-,35766.0, ,    -, ,-,5.115,AE,OS,-,CO/G,Sat GTO O 1,Wire,-,-,GTO,Ariane,Ariane 4,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",4085.0,2001-02-20,35445.0,0.07,GEO/D,Communications,D,Military,2001
2001-006,2451948.47,2001-02-07,Space Shuttle,-,STS-98,ISS 5A,OV-104 ISS,-,MLP2,KSC,LC39A,-,-,337.0, ,    -, ,-,127.414,JSC/MSFC,OS,-,G,Sat ISS SR,Wire,-,-,LEO,SRB,Space Shuttle,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",112354.0,2001-02-09,183.0,51.3,LLEO/I,Other,C,Government,2001
2001-007,2451960.87,2001-02-20,Start-1,-,168,Odin,Odin,-,-,GIK-2,LC5,-,-,621.0, ,    -, ,-,0.25,PU,OS,-,CO,Sat SSO O,Wire,-,-,SSO,Topol,Start,RU,Russia,GIK2,,250.0,2001-03-02,611.0,97.83,LEO/S,EOSCI/AST,C,Commercial,2001
2001-008,2451966.84,2001-02-26,Soyuz-U-PVB,-,K 15000-670,Progress M-44,Progress 7K-TGM No. 244,ISS 3P,-,GIK-5,LC1,-,-,384.0, ,    -, ,-,9.403,RAKA,OS,-,G,Sat ISS O,NK0104-29,-,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,6860.0,2001-03-02,373.0,51.57,LLEO/I,Other,C,Eastern Government,2001
2001-009,2451968.39,2001-02-27,Titan 401B/Centaur,-,4B-41/TC-22 (K-30),USA 157 (Milstar 4),Milstar DFS-4,-,-,CC,SLC40,-,-,35768.0, ,    -, ,-,4.5,3SLS/AFSMC,OS,-,G,Sat GEO O,Wire,-,-,GEO,Titan,Titan 4,US,United States,CC,Canaveral,4500.0,2001-02-28,35764.0,4.5,GEO/ID,COM*,D,Military,2001
2001-010,2451976.99,2001-03-08,Space Shuttle,-,STS-102,ISS 5A.1,OV-103 ISS,-,MLP3,KSC,LC39B,-,-,381.0, ,    -, ,-,126.848,JSC/MSFC,OS,-,G,Sat ISS SR,Wire,-,-,LEO,SRB,Space Shuttle,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",104420.0,2001-03-10,370.0,51.57,LLEO/I,Other,C,Government,2001
2001-011,2451977.45,2001-03-08,Ariane 5G,-,V140 (509),Eurobird/BSAT-2a,Eurobird,-,-,CSG,ELA3,-,-,35814.0, ,    -, ,-,4.807,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Ariane5,Ariane 5,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",3700.0,2001-10-25,35757.0,0.03,GEO/S,Communications,B,Commercial,2001
2001-012,2451987.44,2001-03-18,Zenit-3SL,-,7?/DM-SL-5L,SL7 XM Radio-2,XM Radio-2,67021-203,ODYSSEY,KLA,-,-,-,35787.0, ,    -, ,-,4.682,SEALP,OS,-,CO/C,Sat GTO O,Wire,-,-,GTO,Zenit,Zenit,KI,Kiribati,KLA,"Sea Launch Kiritimati Launch Area, Pacific Ocean",4682.0,2001-10-29,35785.0,0.06,GEO/S,Communications,B,Commercial,2001
2001-014,2452006.66,2001-04-07,Proton-M/Briz-M,-,535-01/88503,Ekran-M No. 18,Ekran-M No. 18L,-,-,GIK-5,LC81/24,-,-,35679.0, ,    -, ,-,3.005,KHRU,OS,-,G,Sat GEO SO 1,NK0106-38,-,-,GEO,Proton,Proton,RU,Russia,GIK5,,2005.0,2001-04-17,35393.0,2.01,GEO/D,Communications,C,Eastern Government,2001
2001-013,2452007.13,2001-04-07,Delta 7925-9.5,-,D284,2001 Mars Odyssey,2001 Mars Odyssey,-,-,CC,SLC17A,-,-,-87213.0, ,    -, ,-,0.725,BLS,DS,-,CG,Sat EEO OE,Wire,-,-,BEO,Thor,Delta 2,US,United States,CC,Canaveral,725.0,2001-04-07,185.0,51.83,EEO,Other,C,Commercial,2001
2001-015,2452017.93,2001-04-18,GSLV Mk I,a,GSLV-D1,GSAT-1,GSAT-1,-,-,SHAR,FLP,-,-,35725.0, ,    -, ,-,1.53,ISRO,OS80,S3P,G,Sat GTO O,Wire,Wire,Performance low,GTO,PSLV,GSLV,IN,India,SHAR,"Satish Dhawan Space Ctr, Sriharikota, Andhra Pradesh, India",1530.0,2001-04-25,33800.0,0.97,GEO/D,Communications,C,Government,2001
2001-016,2452019.28,2001-04-19,Space Shuttle,-,STS-100,ISS 6A,OV-105 ISS,-,MLP1,KSC,LC39A,-,-,375.0, ,    -, ,-,123.598,JSC/MSFC,OS,-,G,Sat ISS SR,Wire,-,-,LEO,SRB,Space Shuttle,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",99256.0,2001-04-21,331.0,51.57,LLEO/I,Other,C,Government,2001
2001-017,2452027.82,2001-04-28,Soyuz-U-PVB,-,K 15000-674,Soyuz TM-32,Soyuz 7K-STM No. 206,ISS 2S,-,GIK-5,LC1,-,-,403.0, ,    -, ,-,7.12,RAKA,OS,-,G,Sat ISS O,NK0106-30,-,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,2740.0,2001-04-30,380.0,51.57,LLEO/I,Other,C,Eastern Government,2001
2001-018,2452038.42,2001-05-08,Zenit-3SL,-,9?/DM-SL-7L,SL6 XM Radio-1,XM Radio-1,51022-302,ODYSSEY,KLA,-,-,-,35787.0, ,    -, ,-,4.667,SEALP,OS,-,CO/C,Sat GTO O,Wire,-,-,GTO,Zenit,Zenit,KI,Kiribati,KLA,"Sea Launch Kiritimati Launch Area, Pacific Ocean",4667.0,2002-01-03,35785.0,0.03,GEO/S,Communications,B,Commercial,2001
2001-019,2452044.55,2001-05-15,Proton-K/DM-2M,DM3,403-01,PAS 10,PAS 10,-,-,GIK-5,LC81/23,-,-,35803.0, ,    -, ,-,4.572,ILSK,OS,-,CO,Sat GTO OO 1,NK0107-22,-,-,GTO,Proton,Proton,RU,Russia,GIK5,,3772.0,2002-04-30,35769.0,0.01,GEO/S,Communications,B,Commercial,2001
2001-020,2452048.24,2001-05-18,Delta 7925-9.5,-,D285,USA 158 (GeoLITE),GeoLITE,NROL-17,-,CC,SLC17B,-,-,35800.0, ,    -, ,-,1.87,BLS,OS,-,CG,Sat GTO OO,Wire,-,-,GTO,Thor,Delta 2,US,United States,CC,Canaveral,1870.0,2001-07-01,35780.0,1.0,GEO/S,Tech Demo,D,Military,2001
2001-021,2452050.44,2001-05-20,Soyuz-FG,-,K 15000-001,Progress M1-6,Progress M1 No. 255,ISS 4P,-,GIK-5,LC1,-,-,398.0, ,    -, ,-,9.778,RAKA,OS,-,G,Sat ISS O,NK0107-09,-,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,7300.0,2001-05-24,374.0,51.57,LLEO/I,Other,C,Eastern Government,2001
2001-022,2452059.25,2001-05-29,Soyuz-U-PVB,-,77023  -841 076,Kosmos-2377,Kobal't,-,-,GIK-1,LC43/4,-,-,344.0, ,    -, ,-,6.6,KVR,OS,-,G,Sat LEO O,NK0107-26,-,-,LEO,R-7,Soyuz,RU,Russia,GIK1,,2886.0,2001-05-31,163.0,67.11,LLEO/I,Observation,D,Eastern Military,2001
2001-023,2452069.13,2001-06-08,Kosmos 11K65M,-,53706-412,Kosmos-2378,Parus,-,-,GIK-1,LC132/1,-,-,1010.0, ,    -, ,-,0.8,KVR,OS,-,G,Sat LEO O,NK0108-21,-,-,LEO,R-14,Kosmos,RU,Russia,GIK1,,800.0,2001-06-08,963.0,82.93,LEO/I,Communications,D,Eastern Military,2001
2001-024,2452069.78,2001-06-09,Ariane 44L,44L-3,V141 L4104,Intelsat 901,IS-901,-,-,CSG,ELA2,-,-,35799.0, ,    -, ,-,4.723,AE,OS,-,CO,Sat GTO O,Wire,-,-,GTO,Ariane,Ariane 4,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",4723.0,2002-03-01,35773.0,0.02,GEO/S,Communications,B,Commercial,2001
2001-025,2452076.58,2001-06-16,Proton-K/DM-2M,DM3,403-02,Astra 2C,Astra 2C,-,-,GIK-5,LC81/23,-,-,35804.0, ,    -, ,-,4.443,ILSK,OS,-,CO,Sat GTO OO 1,NK0108-23,-,-,GTO,Proton,Proton,RU,Russia,GIK5,,3643.0,2002-02-01,35768.0,0.08,GEO/S,Communications,B,Commercial,2001
2001-026,2452079.7,2001-06-19,Atlas IIAS,-,AC-156,ICO 2,ICO 2,-,-,CC,SLC36B,-,-,10126.0, ,    -, ,-,2.7,ILSL,OS,-,C,Sat MEO O,Wire,-,-,MEO,Atlas,Atlas 2,US,United States,CC,Canaveral,2700.0,2001-06-29,10103.0,44.95,MEO,Communications,B,Commercial,2001
2001-027,2452091.32,2001-06-30,Delta 7425-10,-,D286,MAP,Microwave Anisotropy Pro,-,-,CC,SLC17B,-,-,347874.0, ,    -, ,-,0.84,BLS,DS,-,CG,Sat DSO OO,Wire,-,-,BEO,Thor,Delta 2,US,United States,CC,Canaveral,840.0,2001-07-10,3144.0,28.31,CLO,Observation,C,Commercial,2001
2001-028,2452102.88,2001-07-12,Space Shuttle,-,STS-104,ISS 7A,OV-104 ISS,-,-,KSC,LC39B,-,-,307.0, ,    -, ,-,121.467,JSC/MSFC,OS,-,G,Sat ISS SR,Wire,-,-,LEO,SRB,Space Shuttle,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",100444.0,2001-07-13,237.0,51.57,LLEO/I,Other,C,Government,2001
2001-029,2452103.42,2001-07-12,Ariane 5G,-,V142 (510),Artemis/BSAT-2b,Artemis,-,-,CSG,ELA3,-,-,35790.0, ,    -, ,-,4.843,AE,OF50,S2U,CO,Sat GTO SO 1,Wire,-,"Thrust low, early cutoff",GTO,Ariane5,Ariane 5,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",3736.0,2003-07-09,35780.0,1.93,GEO/S,COM/NAV,C,Commercial,2001
2001-030,2452110.51,2001-07-20,Molniya 8K78M,ML,77045  -686 043,Molniya-3,Molniya-3K No. 11?,-,-,GIK-1,LC43/4,-,-,40831.0, ,    -, ,-,2.108,KVR,OS,-,G,Sat MOL OO 1,NK0109-38,-,-,HEO,R-7,Molniya,RU,Russia,GIK1,,1780.0,2001-07-22,407.0,62.86,HEO/M,Communications,C,Eastern Government,2001
2001-031,2452113.81,2001-07-23,Atlas IIA,-,AC-142,GOES M,GOES M,-,-,CC,SLC36A,-,-,35807.0, ,    -, ,-,2.279,ILSL,OS,-,C/G,Sat GTO O,Wire,-,-,GTO,Atlas,Atlas 2,US,United States,CC,Canaveral,2279.0,2002-04-27,35767.0,0.18,GEO/S,Observation,C,Commercial,2001
2001-032,2452121.83,2001-07-31,Tsiklon-3,-,510-25-  802,Koronas-F,AUOS-SM-KF,-,-,GIK-1,LC32/2,-,-,530.0, ,    -, ,-,2.26,KVR,OS,-,G,Sat LEO O,NK0109-45,-,-,LEO,R-36,Tsyklon,RU,Russia,GIK1,,2260.0,2001-08-02,486.0,82.49,LLEO/I,Observation,C,Eastern Government,2001
2001-033,2452127.81,2001-08-06,Titan 402B/IUS,-,4B-31,USA 159      [DSP21],DSP,-,-,CC,SLC40,-,-,35780.0, ,    -, ,-,2.361,3SLS/AFSMC,OS,-,G,Sat GEO OOO,Wire,-,-,GEO,Titan,Titan 4,US,United States,CC,Canaveral,2360.0,2001-08-07,35780.0,2.9,GEO/S,EW*,D,Military,2001
2001-034,2452130.18,2001-08-08,Delta 7326-9.5,-,D287,Genesis,Genesis,-,-,CC,SLC17A,-,-,1225640.0, ,    -, ,-,0.856,BLS,DS,-,CG,Sat EEO BO,Wire,-,-,BEO,Thor,Delta 2,US,United States,CC,Canaveral,856.0,2001-08-10,189.0,28.7,CLO,Other,C,Commercial,2001
2001-035,2452132.38,2001-08-10,Space Shuttle,-,STS-105,ISS 7A.1,OV-103 ISS,-,-,KSC,LC39A,-,-,233.0, ,    -, ,-,126.607,JSC/MSFC,OS,-,G,Sat ISS SR,Wire,-,-,LEO,SRB,Space Shuttle,US,United States,KSC,"NASA John F. Kennedy Space Center, Florida",99058.0,2001-08-10,155.0,51.63,LLEO/I,Other,C,Government,2001
2001-036,2452142.89,2001-08-21,Soyuz-U-PVB,-,M 15000-065,Progress M-45,Progress M No. 245,ISS 5P,-,GIK-5,LC1,-,-,315.0, ,    -, ,-,9.83,RAKA,OS,-,G,Sat ISS O,NK0110-18,-,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,7300.0,2001-08-22,297.0,51.64,LLEO/I,Other,C,Eastern Government,2001
2001-037,2452146.36,2001-08-24,Proton-K/DM-2,-,404-01,Kosmos-2379,Oko-1 No. 7124,-,-,GIK-5,LC81/24,-,-,35803.0, ,    -, ,-,3.22,KHRU,OS,-,G,Sat GEO OO 3,NK0110-37,-,-,GEO,Proton,Proton,RU,Russia,GIK5,,2200.0,2002-08-02,35767.0,1.52,GEO/S,Observation,D,Eastern Military,2001
2001-038,2452150.79,2001-08-29,H-IIA 202,-,H-IIA-1F,VEP-2/LRE,LRE,-,-,TNSC,Y,-,-,36152.0, ,    -, ,-,0.086,NASDA,OS,-,G,Sat GTO O,NASDARept112,WWW-NASDA,-,GTO,H2,H2,J,Japan,TNSC,"Tanegashima Space Center, Tanegashima, Nippon",86.0,2001-09-03,255.0,28.47,GTO,Science,C,Government,2001
2001-039,2452151.78,2001-08-30,Ariane 44L,44L-3,V143 L4105,Intelsat 902,INTELSAT 902,-,-,CSG,ELA2,-,-,35796.0, ,    -, ,-,4.723,AE,OS,-,CO,Sat GTO O,Wire,-,-,GTO,Ariane,Ariane 4,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",4723.0,2002-10-04,35776.0,0.01,GEO/S,Communications,B,Commercial,2001
2001-040,2452161.14,2001-09-08,Atlas IIAS,-,AC-160 MLV-10,USA 160     [NOSS14],INTRUDER 5?,NROL-13 GEMINI,-,VS,SLC3E,-,-,1100.0, ,    -, ,-,2.0,ILSL,OS,-,CG/G,Sat LEO O,Wire,-,-,LEO,Atlas,Atlas 2,US,United States,V,Vandenberg,2000.0,2001-09-09,1100.0,63.0,LEO/I,SIG*,D,Military,2001
2001-041,2452167.48,2001-09-14,Soyuz-U-PVB,-,F 15000-677,Pirs,Progress No. 301,ISS 4R,-,GIK-5,LC1,-,-,265.0, ,    -, ,-,7.504,RAKA,OS,-,G,Sat LSS O,NK0111-06,-,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,3140.0,2001-09-16,239.0,51.64,LLEO/I,Other,C,Eastern Government,2001
2001-U01,2452174.28,2001-09-21,Taurus 2110,-,T6,Orbview-4/QuikTOMS,Warfighter-1,-,-,V,576E,-,-,, ,    -, ,-,0.61,OSCC,OF,S2G*,CG/G,Sat SSO O,Wire,-,"TVC, S2 guidance",SSO,MX,Taurus,US,United States,V,Vandenberg,,,,,,,,Commercial,2001
2001-042,2452178.47,2001-09-25,Ariane 44P,44P-3,V144 L4106,Atlantic Bird 2,Atlantic Bird 2,-,-,CSG,ELA2,-,-,35805.0, ,    -, ,-,3.15,AE,OS,-,CO,Sat GTO O,Wire,-,-,GTO,Ariane,Ariane 4,GUF,French Guiana,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",3150.0,2002-12-06,35767.0,0.03,GEO/S,Communications,B,Commercial,2001
2001-043,2452182.61,2001-09-30,Athena-1,-,LM-001,Kodiak Star,Starshine 3,-,-,KLC,LP1,-,-,474.0, ,    -, ,-,0.184,LMA,OS,-,C/G,Sat LEO SO,Wire,-,-,LEO,MX,Athena,US,United States,KLC,"Kodiak Launch Complex, Kodiak Island, Alaska",184.0,2001-09-30,467.0,67.05,LLEO/I,Science,C,Commercial,2001
2001-044,2452188.39,2001-10-05,Titan 404B,?,4B-34,USA 161      [IC7],Improved CRYSTAL 2107?,NROL-14,-,VS,SLC4E,-,-,1041.0, ,    -, ,-,14.0,2SLS/AFSMC,OS,-,G,Sat SSO O,Wire,-,-,SSO,Titan,Titan 4,US,United States,V,Vandenberg,14000.0,2001-10-05,202.0,97.8,LEO/S,IMG*,D,Military,2001
2001-045,2452189.2,2001-10-06,Proton-K/DM-2,-,405-01,Raduga-1,Globus No. 14L,-,-,GIK-5,LC81/24,-,-,35788.0, ,    -, ,-,3.34,KHRU,OS,-,G,Sat GEO OO 3,NK0112-37,-,-,GEO,Proton,Proton,RU,Russia,GIK5,,2320.0,2002-10-26,35784.0,0.58,GEO/S,Communications,D,Eastern Military,2001
2001-046,2452193.61,2001-10-11,Atlas IIAS,-,AC-162 MLV-12,USA 162      [SDS14],QUASAR 14?,NROL-12 AQUILA,-,CC,SLC36B,-,-,35800.0, ,    -, ,-,3.5,ILSL,OS,-,CG/G,Sat GTO O,Wire,-,-,GTO,Atlas,Atlas 2,US,United States,CC,Canaveral,3500.0,2002-01-01,35780.0,0.0,GEO/S,COM*,D,Military,2001
2001-047,2452201.29,2001-10-18,Delta 7320-10,-,D288,QuickBird 2,QuickBird,-,-,V,SLC2W,-,-,465.0, ,    -, ,-,1.028,BLS,OS,-,CO,Sat SSO P,spaceflightnow.com,-,-,SSO,Thor,Delta 2,US,United States,V,Vandenberg,1028.0,2001-10-19,461.0,97.22,LLEO/S,Observation,B,Commercial,2001
2001-048,2452203.87,2001-10-21,Soyuz-U-PVB,-,F 15000-672,Soyuz TM-33,Soyuz TM No. 207,ISS 3S,-,GIK-5,LC1,-,-,399.0, ,    -, ,-,7.12,RAKA,OS,-,G,Sat ISS O,NK0112-03,-,-,LEO,R-7,Soyuz,RU,Russia,GIK5,,2740.0,2001-10-23,387.0,51.64,LLEO/I,Other,C,Eastern Government,2001
2001-049,2452204.7,2001-10-22,PSLV,C,PSLV-C3,TES,TES,-,-,SHAR,FLP,-,-,579.0, ,    -, ,-,1.294,ISRO,OS,-,G,Sat SSO O,www.dlr.de,www.isro.org,-,SSO,PSLV,PSLV,IN,India,SHAR,"Satish Dhawan Space Ctr, Sriharikota, Andhra Pradesh, India",1294.0,2001-10-24,550.0,97.78,LLEO/S,IMG/TECH,CD,Government,2001
2001-050,2452207.98,2001-10-25,Molniya 8K78M,ML,77013  -687 044,Molniya-3,Molniya-3 No. 64,-,-,GIK-1,LC43/3,-,-,40659.0, ,    -, ,-,2.108,KVR,OS,-,G,Sat MOL OO 1,NK0112-45,-,-,HEO,R-7,Molniya,RU,Russia,GIK1,,1780.0,2001-10-26,615.0,62.85,HEO/M,Communications,C,Eastern Government,2001
