Launch_Tag,Launch_JD,Launch_Date,LV_Type,Variant,Flight_ID,Flight,Mission,FlightCode,Platform,Launch_Site,Launch_Pad,Ascent_Site,Ascent_Pad,Apogee,Apoflag,Range,RangeFlag,Dest,OrbPay,Agency,LaunchCode,FailCode,Group,Category,LTCite,Cite,Notes,Simple_Orbit,V2_Payload_Category,Launch_Vehicle_Family,Launch_Vehicle_Simplified,State,Country,Launch_Site_Parent,Launch_Site_Name,Payload_Mass,Orbit_Canonical_Date,Perigee,Inc,OpOrbit,First_Simple_Payload_Category,First_Payload_Class,General_Launch_Payload_Type
2009-073,2455184.18,2009-12-18,Ariane 5GS,-,V193 (532),Helios IIB,Helios 2B,-,-,CSG,ELA3,-,-,685.0, ,    -, ,-,4.2,AE,OS,-,CO/G,Sat SSO SO,Wire,-,-,SSO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,4200.0,2009-12-19,670.0,98.1,LEO/S,IMG*,D,Military
2010-021,2455338.42,2010-05-21,Ariane 5ECA,-,V194 (551),Astra 3B/COMSATBw-2,Astra 3B,-,-,CSG,ELA3,-,-,35806.0, ,    -, ,-,8.351,AE,OS,-,CO/G+C,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,7911.0,2010-07-23,35765.0,0.08,GEO/S,Communications,B,Commercial
2010-032,2455374.4,2010-06-26,Ariane 5ECA,-,V195 (552),Arabsat5A/COMS-1,COMS-1,-,-,CSG,ELA3,-,-,35790.0, ,    -, ,-,7.74,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,7300.0,2010-07-09,35783.0,0.01,GEO/S,COM/MET,C,Commercial
2010-037,2455413.37,2010-08-04,Ariane 5ECA,-,V196 (554),Nilesat 201/Rascom,Nilesat 201,-,-,CSG,ELA3,-,-,35788.0, ,    -, ,-,6.69,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,6250.0,2010-08-18,35785.0,0.02,GEO/S,Communications,C,Commercial
2010-056,2455498.41,2010-10-28,Ariane 5ECA,-,V197 (555),Eutelsat W3B/BSAT 3B,Eutelsat W3B,-,-,CSG,ELA3,-,-,35787.0, ,    -, ,-,7.87,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,7430.0,2010-11-30,264.0,1.94,GTO,Communications,B,Commercial
2010-065,2455527.28,2010-11-26,Ariane 5ECA,-,V198 (556),IS-17/Hylas 1,Hylas,-,-,CSG,ELA3,-,-,35801.0, ,    -, ,-,8.55,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,8110.0,2010-12-16,35774.0,0.05,GEO/S,Communications,B,Commercial
2010-070,2455560.39,2010-12-29,Ariane 5ECA,-,V199 (557),Hisp 1E/Koreasat 6,Hispasat 1E,-,-,CSG,ELA3,-,-,35786.0, ,    -, ,-,8.56,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,8120.0,2011-01-10,35783.0,0.06,GEO/S,Communications,B,Commercial
2011-007,2455609.41,2011-02-16,Ariane 5ES/ATV,-,V200 (544),ATV 2,ATV 2,-,-,CSG,ELA3,-,-,271.0, ,    -, ,-,26.796,AE,OS,-,CO/G,Sat ISS SD,Wire,-,-,LEO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,19712.0,2011-02-19,266.0,51.64,LLEO/I,Other,C,Commercial
2011-016,2455674.4,2011-04-22,Ariane 5ECA,-,VA201 (558),Yahsat 1A/New Dawn,Intelsat New Dawn,-,-,CSG,ELA3,-,-,35795.0, ,    -, ,-,9.375,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,8935.0,2011-12-04,35777.0,0.06,GEO/S,Communications,B,Commercial
2011-022,2455702.36,2011-05-20,Ariane 5ECA,-,VA202 (559),ST-2/GSAT-8,INSAT-4G,-,-,CSG,ELA3,-,-,35793.0, ,    -, ,-,8.62,AE,OS,-,CO/OG+C,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,8180.0,2011-06-17,35780.0,0.12,GEO/S,Communications,C,Government
2011-041,2455780.45,2011-08-06,Ariane 5ECA,-,VA203 (560),Astra 1N/BSAT-3c,Astra 1N,-,-,CSG,ELA3,-,-,35790.0, ,    -, ,-,8.68,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,8240.0,2011-09-02,35783.0,0.09,GEO/S,Communications,B,Commercial
2011-049,2455826.4,2011-09-21,Ariane 5ECA,-,VA204 (561),Arabsat 5C/SES-2,SES-2,-,-,CSG,ELA3,-,-,35790.0, ,    -, ,-,8.259,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,7819.0,2011-10-18,35783.0,0.05,GEO/S,Communications,B,Commercial
2012-010,2456009.69,2012-03-23,Ariane 5ES/ATV,-,VA205 (553),ATV 3,ATV 3,-,-,CSG,ELA3,-,-,287.0, ,    -, ,-,26.309,AE,OS,-,CO/G,Sat ISS SD,Wire,-,-,LEO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,19714.0,2012-03-25,270.0,51.64,LLEO/I,Other,C,Commercial
2012-023,2456063.43,2012-05-15,Ariane 5ECA,-,VA206 (562),JCSAT 13/Vinasat 2,JCSAT 13,-,-,CSG,ELA3,-,-,35802.0, ,    -, ,-,7.932,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,7492.0,2012-05-30,35763.0,0.05,GEO/S,Communications,B,Commercial
2012-035,2456114.4,2012-07-05,Ariane 5ECA,-,VA207 (563),Echostar 17/MSG 3,Jupiter 1,-,-,CSG,ELA3,-,-,35777.0, ,    -, ,-,8.575,AE,OS,-,CO/G+C,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,8135.0,2012-07-13,35429.0,0.01,GEO/D,Communications,B,Commercial
2012-043,2456142.37,2012-08-02,Ariane 5ECA,-,VA208 (564),IS-20/Hylas 2,Intelsat IS-20,-,-,CSG,ELA3,-,-,35769.0, ,    -, ,-,9.845,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,9405.0,2012-09-02,35745.0,0.03,GEO/D,Communications,B,Commercial
2012-051,2456199.39,2012-09-28,Ariane 5ECA,-,VA209 (565),Astra 2F/GSAT-10,Astra 2F,-,-,CSG,ELA3,-,-,35791.0, ,    -, ,-,9.808,AE,OS,-,CO/OG+C,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,9368.0,2012-10-26,35782.0,0.06,GEO/S,Communications,B,Government
2012-062,2456242.38,2012-11-10,Ariane 5ECA,-,VA210 (566),Star One C3/Eut21B,Star One C3,-,-,CSG,ELA3,-,-,35792.0, ,    -, ,-,8.678,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,8238.0,2012-11-30,35779.0,0.04,GEO/S,Communications,B,Commercial
2012-075,2456281.41,2012-12-19,Ariane 5ECA,-,VA211 (567),Skynet 5D/Mexsat-B,Skynet 5D,-,-,CSG,ELA3,-,-,35906.0, ,    -, ,-,8.218,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,7778.0,2012-12-28,35515.0,0.23,GEO/D,Communications,D,Military
2013-006,2456331.4,2013-02-07,Ariane 5ECA,-,VA212 (568),Amazonas 3/Azerspace,Amazonas 3/Azerspace,-,-,CSG,ELA3,-,-,35814.0, ,    -, ,-,9.943,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,9503.0,2013-02-15,35697.0,0.09,GEO/D,Communications,B,Commercial
2013-027,2456449.41,2013-06-05,Ariane 5ES/ATV,-,VA213 (592),ATV 4,ATV 4,-,-,CSG,ELA3,-,-,264.0, ,    -, ,-,26.434,AE,OS,-,CO/G,Sat ISS SD,Wire,-,-,LEO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,19844.0,2013-06-07,251.0,51.62,LLEO/I,Other,C,Commercial
2013-038,2456499.33,2013-07-25,Ariane 5ECA,-,VA214 (569),Alphasat/Insat-3D,Alphasat/Insat-3D,-,-,CSG,ELA3,-,-,35806.0, ,    -, ,-,9.18,AE,OS,-,CO/OG+C,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,8740.0,2013-08-03,35703.0,0.02,GEO/D,Communications,CB,Government
2013-044,2456534.35,2013-08-29,Ariane 5ECA,-,VA215 (570),Eutelsat 25B/GSAT-7,Es'hail/GSAT-7,-,-,CSG,ELA3,-,-,35773.0, ,    -, ,-,9.4,AE,OS,-,CO/OG+C,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,8960.0,2013-09-06,35747.0,0.08,GEO/D,Communications,B,Government
2014-006,2456695.4,2014-02-06,Ariane 5ECA,-,VA217 (572),ABS-2/Athena-Fidus,ABS-2/Athena-Fidus,-,-,CSG,ELA3,-,-,35792.0, ,    -, ,-,9.85,AE,OS,-,CO/G+C,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,9410.0,2014-02-19,35778.0,0.08,GEO/S,Communications,B,Commercial
2014-011,2456739.42,2014-03-22,Ariane 5ECA,-,VA216 (571),Astra 5B/Amazonas 4A,Astra 5B/Amazonas 4A,-,-,CSG,ELA3,-,-,35786.0, ,    -, ,-,9.102,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,8662.0,2014-04-04,35777.0,0.13,GEO/S,Communications,B,Commercial
2014-044,2456868.49,2014-07-29,Ariane 5ES/ATV,-,VA219 (593),ATV 5,ATV 5,-,-,CSG,ELA3,-,-,335.0, ,    -, ,-,26.528,AE,OS,-,CO/G,Sat ISS SD,Wire,-,-,LEO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,19926.0,2014-08-01,329.0,51.64,LLEO/I,Other,C,Commercial
2014-054,2456912.42,2014-09-11,Ariane 5ECA,-,VA218 (573),Measat 3B/Optus 10,Measat 3B/Optus 10,-,-,CSG,ELA3,-,-,35728.0, ,    -, ,-,10.307,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,9867.0,2014-09-14,19159.0,1.05,MEO,Communications,B,Commercial
2014-062,2456947.41,2014-10-16,Ariane 5ECA,-,VA220 (574),IS-30/Arsat-1,IS-30/Arsat 1,-,-,CSG,ELA3,-,-,35833.0, ,    -, ,-,9.743,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,9303.0,2014-10-24,35445.0,0.07,GEO/D,Communications,B,Commercial
2014-078,2456998.36,2014-12-06,Ariane 5ECA,-,VA221 (575),DirectTV-14/GSAT-16,DirectTV-14/GSAT-16,-,-,CSG,ELA3,-,-,35769.0, ,    -, ,-,9.92,AE,OS,-,CO/OG+C,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,9480.0,2014-12-15,35588.0,0.18,GEO/D,Communications,C,Government
2015-022,2457139.33,2015-04-26,Ariane 5ECA,-,VA222 (576),Sicral 2/Thor 7,Sicral 2/Thor 7,-,-,CSG,ELA3,-,-,35741.0, ,    -, ,-,9.394,AE,OS,-,CO/G+C,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,8954.0,2015-05-04,35727.0,0.03,GEO/D,Communications,B,Commercial
2015-026,2457170.39,2015-05-27,Ariane 5ECA,-,VA223 (577),DirecTV-15/SKYM-1,DirecTV-15/SKYM-1,-,-,CSG,ELA3,-,-,35809.0, ,    -, ,-,9.827,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,9387.0,2015-06-04,35685.0,0.12,GEO/D,Communications,B,Commercial
2015-034,2457219.4,2015-07-15,Ariane 5ECA,-,VA224 (578),Star One C4/MSG 4,Star One C4/MSG 4,-,-,CSG,ELA3,-,-,35736.0, ,    -, ,-,8.048,AE,OS,-,CO/C+G,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,7608.0,2015-07-17,4150.0,2.52,GTO,Observation,C,Commercial
2015-039,2457255.36,2015-08-20,Ariane 5ECA,-,VA225 (579),Eutelsat 8WB/IS-34,Eutelsat 8WB/IS-34,-,-,CSG,ELA3,-,-,35815.0, ,    -, ,-,9.522,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,9082.0,2015-09-20,35806.0,0.02,GEO/D,Communications,B,Commercial
2015-054,2457296.35,2015-09-30,Ariane 5ECA,-,VA226 (580),Sky Muster/ARSAT-2,NBN Co.1/ARSAT 2,-,-,CSG,ELA3,-,-,35777.0, ,    -, ,-,9.857,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,9417.0,2015-10-08,35744.0,0.07,GEO/D,Communications,B,Commercial
2015-065,2457337.4,2015-11-10,Ariane 5ECA,-,VA227 (581),Arabsat 6B/GSAT 15,Badr 7/GSAT 15,-,-,CSG,ELA3,-,-,35763.0, ,    -, ,-,9.404,AE,OS,-,CO/OG+C,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,8964.0,2015-11-17,35642.0,0.1,GEO/D,Communications,C,Government
2016-004,2457415.47,2016-01-27,Ariane 5ECA,-,VA228 (583),Intelsat 29e,Intelsat 29e,-,-,CSG,ELA3,-,-,35547.0, ,    -, ,-,6.552,AE,OS,-,CO,Sat GTO SO,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,6552.0,2016-01-30,267.0,0.52,GTO,Communications,B,Commercial
2016-014,2457456.72,2016-03-09,Ariane 5ECA,-,VA229 (582),Eutelsat 65 West A,Eutelsat 65 West A,-,-,CSG,ELA3,-,-,35760.0, ,    -, ,-,6.564,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,6564.0,2016-03-16,35729.0,0.03,GEO/D,Communications,B,Commercial
2016-039,2457558.4,2016-06-18,Ariane 5ECA,-,VA230 (584),Echostar 18/BRISAT,Echostar 18/BRISAT,-,-,CSG,ELA3,-,-,35792.0, ,    -, ,-,10.28,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,9840.0,2016-07-19,35784.0,0.02,GEO/S,Communications,B,Commercial
2016-053,2457625.43,2016-08-24,Ariane 5ECA,-,VA232 (586),IS-33e/IS-36,IS-33e/IS-36,-,-,CSG,ELA3,-,-,35806.0, ,    -, ,-,10.245,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,9805.0,2016-09-02,35785.0,0.13,GEO/D,Communications,B,Commercial
2016-060,2457667.35,2016-10-05,Ariane 5ECA,-,VA231 (585),Sky Muster 2/GSAT-18,Sky Muster/GSAT,-,-,CSG,ELA3,-,-,35810.0, ,    -, ,-,10.249,AE,OS,-,CO/OG+C,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,9809.0,2016-11-04,35762.0,0.07,GEO/S,Communications,C,Government
2016-069,2457710.05,2016-11-17,Ariane 5ES,-,VA233 (594),Galileo FOC-M6,GalileoSat 15-18,-,-,CSG,ELA3,-,-,23277.0, ,    -, ,-,2.952,AE,OS,-,CO/G,Sat MEO SO,Wire,-,-,MEO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,2952.0,2016-12-18,23237.0,54.6,MEO,Communications,C,Commercial
2016-082,2457744.35,2016-12-21,Ariane 5ECA,-,VA234 (587),JCSAT-15/Star One D1,JCSAT-15/Star One D1,-,-,CSG,ELA3,-,-,35905.0, ,    -, ,-,10.281,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,9841.0,2017-01-23,35885.0,0.07,GEO/D,Communications,B,Commercial
2017-007,2457799.4,2017-02-14,Ariane 5ECA,-,VA235 (588),SkyBrasil-1/Telkom-3S,SkyBrasil-1/Telkom-3S,-,-,CSG,ELA3,-,-,35778.0, ,    -, ,-,10.24,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,9800.0,2017-02-21,35527.0,0.03,GEO/D,Communications,B,Commercial
2017-023,2457878.41,2017-05-04,Ariane 5ECA,-,VA236 (589),SDGC/Koreasat 7,SDGC/Koreasat 7,-,-,CSG,ELA3,-,-,35791.0, ,    -, ,-,9.675,AE,OS,-,CO/OG+C,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,9235.0,2017-05-12,35686.0,0.05,GEO/D,Communications,B,Government
2017-029,2457906.49,2017-06-01,Ariane 5ECA,-,VA237 (590),Viasat 2/Eutelsat 172B,Viasat 2/Eutelsat 172B,-,-,CSG,ELA3,-,-,54424.0, ,    -, ,-,10.409,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,9969.0,2017-06-09,303.0,5.96,HEO,Communications,B,Commercial
2017-040,2457933.39,2017-06-28,Ariane 5ECA,-,VA238 (591),HellasSat 3/GSAT 17,HellasSat 3/GSAT 17,-,-,CSG,ELA3,-,-,35788.0, ,    -, ,-,9.697,AE,OS,-,CO/OG+C,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,9257.0,2017-07-07,35685.0,0.05,GEO/D,Communications,B,Government
2017-059,2458026.41,2017-09-29,Ariane 5ECA,-,VA239 (5100),IS-37e/BSAT-4a,IS-37e/BSAT-4a,-,-,CSG,ELA3,-,-,35795.0, ,    -, ,-,10.498,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,10058.0,2017-10-30,35775.0,0.02,GEO/S,Communications,B,Commercial
2017-079,2458100.27,2017-12-12,Ariane 5ES,-,VA240 (595),Galileo FOC-M7,Galileosat 19-22,-,-,CSG,ELA3,-,-,23226.0, ,    -, ,-,2.86,AE,OS,-,CO/G,Sat MEO SO,Wire,-,-,MEO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,2860.0,2018-02-11,23217.0,56.94,MEO,Communications,C,Commercial
2018-012,2458144.43,2018-01-25,Ariane 5ECA,-,VA241 (5101),SES-14/Al Yah 3,SES-14/Al Yah 3,-,-,CSG,ELA3,-,-,42365.0, ,    -, ,-,8.658,AE,OS65,S1G,CO,Sat GTO SO 1,Wire,-,"Software, wrong azimuth",GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,8218.0,2018-03-27,30077.0,2.71,GEO/NS,Communications,B,Commercial
2018-033,2458214.4,2018-04-05,Ariane 5ECA,-,VA242 (5102),Superbird 8-DSN1/Hylas 4,Superbird 8/Hylas 4,-,-,CSG,ELA3,-,-,35800.0, ,    -, ,-,9.49,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,9050.0,2018-06-05,35772.0,0.02,GEO/S,Communications,D,Military
2018-060,2458324.98,2018-07-25,Ariane 5ES,-,VA244 (596),Galileo FOC-M8,Galileosat 23-26,-,-,CSG,ELA3,-,-,22982.0, ,    -, ,-,2.86,AE,OS,-,CO/G,Sat MEO SO,Wire,-,-,MEO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,2860.0,2018-09-23,22971.0,56.37,MEO,Communications,C,Commercial
2018-074,2458387.44,2018-09-25,Ariane 5ECA,-,VA243 (5103),Horizons-3e/Azerspace-2,Horizons-3e/Azerspace-2,-,-,CSG,ELA3,-,-,39918.0, ,    -, ,-,10.381,AE,OS,-,CO,Sat GTO SO 1,Wire,-,-,GTO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,9941.0,2018-10-29,19523.0,1.28,MEO,Communications,C,Commercial
2018-080,2458411.57,2018-10-20,Ariane 5ECA,-,VA245 (5105),BepiColombo,BepiColombo,-,-,CSG,ELA3,-,-,-78605.0, ,    -, ,-,4.121,AE,DS,-,CO/G,Sat EEO SE,Wire,-,-,BEO,Scientific,Ariane5,Ariane 5,GUF,French Guiana,Kourou,,1838.0,2018-10-20,170.0,5.5,EEO,Other,C,Commercial
